scenario,scenario_number,repeat_seed,model,n_train,n_test,split_stratification_mode,accuracy,precision,recall,f1,roc_auc,pr_auc,rmse,mae,r2
scenario1_majority_ct_only,1,102,SVM (RBF),159,41,target_plus_cohort,0.6585365853658537,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.6002415458937198,0.6553336655554859,,,
scenario1_majority_ct_only,1,103,Logistic Regression,157,43,target_plus_cohort,0.7674418604651163,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7631578947368421,0.7361626542910018,,,
scenario1_majority_ct_only,1,103,Random Forest,157,43,target_plus_cohort,0.627906976744186,0.5882352941176471,0.5263157894736842,0.5555555555555556,0.6820175438596491,0.6079529472319282,,,
scenario1_majority_ct_only,1,103,Gradient Boosting,157,43,target_plus_cohort,0.5813953488372093,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5833333333333333,0.6009610496495306,,,
scenario1_majority_ct_only,1,103,SVM (RBF),157,43,target_plus_cohort,0.6744186046511628,0.6470588235294118,0.5789473684210527,0.6111111111111112,0.7105263157894737,0.7137939917237246,,,
scenario1_majority_ct_only,1,104,Logistic Regression,162,38,target_plus_cohort,0.7894736842105263,0.7272727272727273,0.8888888888888888,0.8,0.9027777777777779,0.8926919993586662,,,
scenario1_majority_ct_only,1,104,Random Forest,162,38,target_plus_cohort,0.7368421052631579,0.6818181818181818,0.8333333333333334,0.75,0.8333333333333334,0.7874634602678978,,,
scenario1_majority_ct_only,1,104,Gradient Boosting,162,38,target_plus_cohort,0.7105263157894737,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.7888888888888889,0.7033462278927122,,,
scenario1_majority_ct_only,1,104,SVM (RBF),162,38,target_plus_cohort,0.7105263157894737,0.7058823529411765,0.6666666666666666,0.6857142857142857,0.8333333333333334,0.8090907648995885,,,
scenario1_majority_ct_only,1,105,Logistic Regression,158,42,target_plus_cohort,0.6904761904761905,0.75,0.47368421052631576,0.5806451612903226,0.7185354691075515,0.6867147534957556,,,
scenario1_majority_ct_only,1,105,Random Forest,158,42,target_plus_cohort,0.7142857142857143,0.7058823529411765,0.631578947368421,0.6666666666666666,0.7643020594965675,0.7901783188700364,,,
scenario1_majority_ct_only,1,105,Gradient Boosting,158,42,target_plus_cohort,0.6904761904761905,0.7142857142857143,0.5263157894736842,0.6060606060606061,0.6453089244851259,0.7052008645274899,,,
scenario1_majority_ct_only,1,105,SVM (RBF),158,42,target_plus_cohort,0.6904761904761905,0.7142857142857143,0.5263157894736842,0.6060606060606061,0.6933638443935928,0.6668712906964214,,,
scenario1_majority_ct_only,1,106,Logistic Regression,158,42,target_plus_cohort,0.6428571428571429,0.625,0.5263157894736842,0.5714285714285714,0.7505720823798626,0.7287117315080276,,,
scenario1_majority_ct_only,1,106,Random Forest,158,42,target_plus_cohort,0.5952380952380952,0.5714285714285714,0.42105263157894735,0.48484848484848486,0.7299771167048055,0.6149661767541024,,,
scenario1_majority_ct_only,1,106,Gradient Boosting,158,42,target_plus_cohort,0.5476190476190477,0.5,0.3157894736842105,0.3870967741935484,0.5812356979405034,0.5356605736728222,,,
scenario1_majority_ct_only,1,106,SVM (RBF),158,42,target_plus_cohort,0.6666666666666666,0.7272727272727273,0.42105263157894735,0.5333333333333333,0.7299771167048055,0.6648723000057859,,,
scenario1_majority_ct_only,1,107,Logistic Regression,158,42,target_plus_cohort,0.7857142857142857,0.7368421052631579,0.7777777777777778,0.7567567567567568,0.8171296296296297,0.8127634579967574,,,
scenario1_majority_ct_only,1,107,Random Forest,158,42,target_plus_cohort,0.6428571428571429,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.6921296296296297,0.5690061496358328,,,
scenario1_majority_ct_only,1,107,Gradient Boosting,158,42,target_plus_cohort,0.5952380952380952,0.5238095238095238,0.6111111111111112,0.5641025641025641,0.6342592592592592,0.5289208493454417,,,
scenario1_majority_ct_only,1,107,SVM (RBF),158,42,target_plus_cohort,0.6428571428571429,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.7268518518518517,0.684784271759863,,,
scenario1_majority_ct_only,1,108,Logistic Regression,159,41,target_plus_cohort,0.7317073170731707,0.875,0.4117647058823529,0.56,0.698529411764706,0.7183246698995585,,,
scenario1_majority_ct_only,1,108,Random Forest,159,41,target_plus_cohort,0.6097560975609756,0.5333333333333333,0.47058823529411764,0.5,0.6862745098039216,0.6250607879146739,,,
scenario1_majority_ct_only,1,108,Gradient Boosting,159,41,target_plus_cohort,0.5853658536585366,0.5,0.4117647058823529,0.45161290322580644,0.6102941176470588,0.5680262951801331,,,
scenario1_majority_ct_only,1,108,SVM (RBF),159,41,target_plus_cohort,0.7073170731707317,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6666666666666666,0.7403667702595882,,,
scenario1_majority_ct_only,1,109,Logistic Regression,161,39,target_plus_cohort,0.6410256410256411,0.8333333333333334,0.2777777777777778,0.4166666666666667,0.7804232804232805,0.7865865796612923,,,
scenario1_majority_ct_only,1,109,Random Forest,161,39,target_plus_cohort,0.6923076923076923,0.75,0.5,0.6,0.8015873015873016,0.8007396125629289,,,
scenario1_majority_ct_only,1,109,Gradient Boosting,161,39,target_plus_cohort,0.5897435897435898,0.6,0.3333333333333333,0.42857142857142855,0.6084656084656085,0.5419168801515012,,,
scenario1_majority_ct_only,1,109,SVM (RBF),161,39,target_plus_cohort,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.6507936507936508,0.6583788593709948,,,
scenario1_majority_ct_only,1,110,Logistic Regression,163,37,target_plus_cohort,0.6486486486486487,0.6,0.5625,0.5806451612903226,0.7708333333333334,0.7989639037433155,,,
scenario1_majority_ct_only,1,110,Random Forest,163,37,target_plus_cohort,0.5675675675675675,0.5,0.6875,0.5789473684210527,0.5625,0.4406555172516271,,,
scenario1_majority_ct_only,1,110,Gradient Boosting,163,37,target_plus_cohort,0.6486486486486487,0.5652173913043478,0.8125,0.6666666666666666,0.6011904761904763,0.5161939750346459,,,
scenario1_majority_ct_only,1,110,SVM (RBF),163,37,target_plus_cohort,0.5135135135135135,0.4375,0.4375,0.4375,0.5952380952380952,0.5406880076445293,,,
scenario1_majority_ct_only,1,111,Logistic Regression,156,44,target_plus_cohort,0.6363636363636364,0.6363636363636364,0.3684210526315789,0.4666666666666667,0.6905263157894737,0.6524601423174872,,,
scenario1_majority_ct_only,1,111,Random Forest,156,44,target_plus_cohort,0.5681818181818182,0.5,0.3157894736842105,0.3870967741935484,0.5726315789473684,0.5012145784757204,,,
scenario1_majority_ct_only,1,111,Gradient Boosting,156,44,target_plus_cohort,0.5909090909090909,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5431578947368421,0.5398261069789438,,,
scenario1_majority_ct_only,1,111,SVM (RBF),156,44,target_plus_cohort,0.5909090909090909,0.5384615384615384,0.3684210526315789,0.4375,0.6399999999999999,0.58093082552644,,,
scenario1_majority_ct_only,1,112,Logistic Regression,159,41,target_plus_cohort,0.6585365853658537,0.7142857142857143,0.5,0.5882352941176471,0.6690476190476191,0.6378422662919583,,,
scenario1_majority_ct_only,1,112,Random Forest,159,41,target_plus_cohort,0.5121951219512195,0.5,0.35,0.4117647058823529,0.5952380952380952,0.587506596889794,,,
scenario1_majority_ct_only,1,112,Gradient Boosting,159,41,target_plus_cohort,0.5365853658536586,0.5384615384615384,0.35,0.42424242424242425,0.5166666666666667,0.514734855496952,,,
scenario1_majority_ct_only,1,112,SVM (RBF),159,41,target_plus_cohort,0.6341463414634146,0.6666666666666666,0.5,0.5714285714285714,0.6619047619047619,0.6101248165621009,,,
scenario1_majority_ct_only,1,113,Logistic Regression,157,43,target_plus_cohort,0.5813953488372093,0.5333333333333333,0.42105263157894735,0.47058823529411764,0.6951754385964912,0.6730209599107442,,,
scenario1_majority_ct_only,1,113,Random Forest,157,43,target_plus_cohort,0.46511627906976744,0.35714285714285715,0.2631578947368421,0.30303030303030304,0.6096491228070176,0.562869766137597,,,
scenario1_majority_ct_only,1,113,Gradient Boosting,157,43,target_plus_cohort,0.627906976744186,0.6363636363636364,0.3684210526315789,0.4666666666666667,0.6732456140350878,0.5900366406608835,,,
scenario1_majority_ct_only,1,113,SVM (RBF),157,43,target_plus_cohort,0.6511627906976745,0.6428571428571429,0.47368421052631576,0.5454545454545454,0.6578947368421052,0.5975555838436724,,,
scenario1_majority_ct_only,1,114,Logistic Regression,158,42,target_plus_cohort,0.6190476190476191,0.5833333333333334,0.7,0.6363636363636364,0.6499999999999999,0.6275139935646261,,,
scenario1_majority_ct_only,1,114,Random Forest,158,42,target_plus_cohort,0.5238095238095238,0.5,0.55,0.5238095238095238,0.6227272727272728,0.5714151043382026,,,
scenario1_majority_ct_only,1,114,Gradient Boosting,158,42,target_plus_cohort,0.5476190476190477,0.5263157894736842,0.5,0.5128205128205128,0.5386363636363636,0.5354628304332252,,,
scenario1_majority_ct_only,1,114,SVM (RBF),158,42,target_plus_cohort,0.6190476190476191,0.625,0.5,0.5555555555555556,0.6568181818181817,0.6004250963759103,,,
scenario1_majority_ct_only,1,115,Logistic Regression,159,41,target_plus_cohort,0.5853658536585366,0.5714285714285714,0.42105263157894735,0.48484848484848486,0.679425837320574,0.6908864626951359,,,
scenario1_majority_ct_only,1,115,Random Forest,159,41,target_plus_cohort,0.6341463414634146,0.6111111111111112,0.5789473684210527,0.5945945945945946,0.6866028708133971,0.6023230330788549,,,
scenario1_majority_ct_only,1,115,Gradient Boosting,159,41,target_plus_cohort,0.6341463414634146,0.6,0.631578947368421,0.6153846153846154,0.6363636363636364,0.5842552041321667,,,
scenario1_majority_ct_only,1,115,SVM (RBF),159,41,target_plus_cohort,0.5121951219512195,0.46153846153846156,0.3157894736842105,0.375,0.6866028708133971,0.6314202895388115,,,
scenario1_majority_ct_only,1,116,Logistic Regression,157,43,target_plus_cohort,0.5581395348837209,0.5,0.2631578947368421,0.3448275862068966,0.611842105263158,0.6142585811786319,,,
scenario1_majority_ct_only,1,116,Random Forest,157,43,target_plus_cohort,0.5813953488372093,0.5384615384615384,0.3684210526315789,0.4375,0.618421052631579,0.5831477937553016,,,
scenario1_majority_ct_only,1,116,Gradient Boosting,157,43,target_plus_cohort,0.6046511627906976,0.5625,0.47368421052631576,0.5142857142857142,0.6557017543859649,0.6600131837941434,,,
scenario1_majority_ct_only,1,116,SVM (RBF),157,43,target_plus_cohort,0.627906976744186,0.6,0.47368421052631576,0.5294117647058824,0.5723684210526316,0.609048873382875,,,
scenario1_majority_ct_only,1,117,Logistic Regression,158,42,target_plus_cohort,0.6190476190476191,0.6363636363636364,0.3684210526315789,0.4666666666666667,0.7276887871853547,0.6804049923244968,,,
scenario1_majority_ct_only,1,117,Random Forest,158,42,target_plus_cohort,0.5952380952380952,0.5833333333333334,0.3684210526315789,0.45161290322580644,0.6636155606407323,0.5817689492931581,,,
scenario1_majority_ct_only,1,117,Gradient Boosting,158,42,target_plus_cohort,0.5238095238095238,0.47058823529411764,0.42105263157894735,0.4444444444444444,0.5102974828375286,0.48721135851467606,,,
scenario1_majority_ct_only,1,117,SVM (RBF),158,42,target_plus_cohort,0.6190476190476191,0.6666666666666666,0.3157894736842105,0.42857142857142855,0.6681922196796339,0.6921991253006887,,,
scenario1_majority_ct_only,1,118,Logistic Regression,158,42,target_plus_cohort,0.7142857142857143,0.6875,0.6111111111111112,0.6470588235294118,0.7754629629629629,0.6825319878015956,,,
scenario1_majority_ct_only,1,118,Random Forest,158,42,target_plus_cohort,0.6428571428571429,0.6,0.5,0.5454545454545454,0.7083333333333333,0.5977235262056088,,,
scenario1_majority_ct_only,1,118,Gradient Boosting,158,42,target_plus_cohort,0.5952380952380952,0.5454545454545454,0.3333333333333333,0.41379310344827586,0.7060185185185185,0.6350690379962658,,,
scenario1_majority_ct_only,1,118,SVM (RBF),158,42,target_plus_cohort,0.5952380952380952,0.5714285714285714,0.2222222222222222,0.32,0.7083333333333334,0.6141400950103688,,,
scenario1_majority_ct_only,1,119,Logistic Regression,159,41,target_plus_cohort,0.6829268292682927,0.6875,0.5789473684210527,0.6285714285714286,0.80622009569378,0.8012434780987636,,,
scenario1_majority_ct_only,1,119,Random Forest,159,41,target_plus_cohort,0.6829268292682927,0.6875,0.5789473684210527,0.6285714285714286,0.763157894736842,0.6200172274639023,,,
scenario1_majority_ct_only,1,119,Gradient Boosting,159,41,target_plus_cohort,0.6341463414634146,0.625,0.5263157894736842,0.5714285714285714,0.7009569377990431,0.6487487170452575,,,
scenario1_majority_ct_only,1,119,SVM (RBF),159,41,target_plus_cohort,0.6097560975609756,0.6153846153846154,0.42105263157894735,0.5,0.7559808612440191,0.6657920905681223,,,
scenario1_majority_ct_only,1,120,Logistic Regression,157,43,target_plus_cohort,0.6046511627906976,0.5416666666666666,0.6842105263157895,0.6046511627906976,0.6491228070175438,0.6281693882539165,,,
scenario1_majority_ct_only,1,120,Random Forest,157,43,target_plus_cohort,0.5348837209302325,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.6096491228070176,0.5549858611628654,,,
scenario1_majority_ct_only,1,120,Gradient Boosting,157,43,target_plus_cohort,0.5116279069767442,0.4375,0.3684210526315789,0.4,0.5153508771929824,0.4530455029416598,,,
scenario1_majority_ct_only,1,120,SVM (RBF),157,43,target_plus_cohort,0.6511627906976745,0.6111111111111112,0.5789473684210527,0.5945945945945946,0.6359649122807017,0.6514818684188157,,,
scenario1_majority_ct_only,1,121,Logistic Regression,157,43,target_plus_cohort,0.5348837209302325,0.4782608695652174,0.5789473684210527,0.5238095238095238,0.6469298245614036,0.6577425664695931,,,
scenario1_majority_ct_only,1,121,Random Forest,157,43,target_plus_cohort,0.4883720930232558,0.42857142857142855,0.47368421052631576,0.45,0.5877192982456141,0.5148596534634026,,,
scenario1_majority_ct_only,1,121,Gradient Boosting,157,43,target_plus_cohort,0.4883720930232558,0.44,0.5789473684210527,0.5,0.5285087719298245,0.5073627911768773,,,
scenario1_majority_ct_only,1,121,SVM (RBF),157,43,target_plus_cohort,0.4883720930232558,0.42857142857142855,0.47368421052631576,0.45,0.611842105263158,0.6226155126480737,,,
scenario1_majority_ct_only,1,122,Logistic Regression,160,40,target_plus_cohort,0.55,0.5384615384615384,0.3684210526315789,0.4375,0.6290726817042607,0.6855821680006949,,,
scenario1_majority_ct_only,1,122,Random Forest,160,40,target_plus_cohort,0.475,0.4166666666666667,0.2631578947368421,0.3225806451612903,0.5989974937343359,0.5714100808503331,,,
scenario1_majority_ct_only,1,122,Gradient Boosting,160,40,target_plus_cohort,0.5,0.45454545454545453,0.2631578947368421,0.3333333333333333,0.6090225563909775,0.5713167509753525,,,
scenario1_majority_ct_only,1,122,SVM (RBF),160,40,target_plus_cohort,0.625,0.7,0.3684210526315789,0.4827586206896552,0.6416040100250627,0.6369025434814908,,,
scenario1_majority_ct_only,1,123,Logistic Regression,158,42,target_plus_cohort,0.6190476190476191,0.6153846153846154,0.42105263157894735,0.5,0.585812356979405,0.5988819143651267,,,
scenario1_majority_ct_only,1,123,Random Forest,158,42,target_plus_cohort,0.6190476190476191,0.6153846153846154,0.42105263157894735,0.5,0.711670480549199,0.6359030207618068,,,
scenario1_majority_ct_only,1,123,Gradient Boosting,158,42,target_plus_cohort,0.6666666666666666,0.7272727272727273,0.42105263157894735,0.5333333333333333,0.6224256292906178,0.5683120272676694,,,
scenario1_majority_ct_only,1,123,SVM (RBF),158,42,target_plus_cohort,0.5952380952380952,0.5833333333333334,0.3684210526315789,0.45161290322580644,0.6453089244851258,0.5571081851834373,,,
scenario1_majority_ct_only,1,124,Logistic Regression,155,45,target_plus_cohort,0.8222222222222222,1.0,0.6,0.75,0.818,0.8542074312232484,,,
scenario1_majority_ct_only,1,124,Random Forest,155,45,target_plus_cohort,0.7111111111111111,0.8888888888888888,0.4,0.5517241379310345,0.796,0.7962998707681856,,,
scenario1_majority_ct_only,1,124,Gradient Boosting,155,45,target_plus_cohort,0.6888888888888889,0.75,0.45,0.5625,0.8160000000000001,0.7349313319653077,,,
scenario1_majority_ct_only,1,124,SVM (RBF),155,45,target_plus_cohort,0.7333333333333333,0.8333333333333334,0.5,0.625,0.778,0.8203472997590646,,,
scenario1_majority_ct_only,1,125,Logistic Regression,159,41,target_plus_cohort,0.6341463414634146,0.6,0.35294117647058826,0.4444444444444444,0.7303921568627452,0.6608290165090205,,,
scenario1_majority_ct_only,1,125,Random Forest,159,41,target_plus_cohort,0.6097560975609756,0.5384615384615384,0.4117647058823529,0.4666666666666667,0.696078431372549,0.6235781474752063,,,
scenario1_majority_ct_only,1,125,Gradient Boosting,159,41,target_plus_cohort,0.5853658536585366,0.5,0.4117647058823529,0.45161290322580644,0.6053921568627452,0.5795159591617431,,,
scenario1_majority_ct_only,1,125,SVM (RBF),159,41,target_plus_cohort,0.6829268292682927,0.6428571428571429,0.5294117647058824,0.5806451612903226,0.7083333333333334,0.6250481233992593,,,
scenario1_majority_ct_only,1,126,Logistic Regression,158,42,target_plus_cohort,0.6428571428571429,0.6111111111111112,0.5789473684210527,0.5945945945945946,0.7437070938215102,0.7477313774954686,,,
scenario1_majority_ct_only,1,126,Random Forest,158,42,target_plus_cohort,0.6904761904761905,0.6875,0.5789473684210527,0.6285714285714286,0.7208237986270022,0.6697900501129079,,,
scenario1_majority_ct_only,1,126,Gradient Boosting,158,42,target_plus_cohort,0.6428571428571429,0.6666666666666666,0.42105263157894735,0.5161290322580645,0.6521739130434783,0.5670007427170396,,,
scenario1_majority_ct_only,1,126,SVM (RBF),158,42,target_plus_cohort,0.5952380952380952,0.6,0.3157894736842105,0.41379310344827586,0.717391304347826,0.6233705672947158,,,
scenario1_majority_ct_only,1,127,Logistic Regression,159,41,target_plus_cohort,0.5609756097560976,0.5,0.2777777777777778,0.35714285714285715,0.606280193236715,0.6021059474678159,,,
scenario1_majority_ct_only,1,127,Random Forest,159,41,target_plus_cohort,0.5365853658536586,0.45454545454545453,0.2777777777777778,0.3448275862068966,0.572463768115942,0.4668151346331171,,,
scenario1_majority_ct_only,1,127,Gradient Boosting,159,41,target_plus_cohort,0.4634146341463415,0.25,0.1111111111111111,0.15384615384615385,0.4855072463768116,0.42839446666675735,,,
scenario1_majority_ct_only,1,127,SVM (RBF),159,41,target_plus_cohort,0.6097560975609756,0.6,0.3333333333333333,0.42857142857142855,0.570048309178744,0.49605201209505045,,,
scenario1_majority_ct_only,1,128,Logistic Regression,160,40,target_plus_cohort,0.625,0.5882352941176471,0.5555555555555556,0.5714285714285714,0.6994949494949495,0.6658005340150218,,,
scenario1_majority_ct_only,1,128,Random Forest,160,40,target_plus_cohort,0.6,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6717171717171717,0.6141224178495984,,,
scenario1_majority_ct_only,1,128,Gradient Boosting,160,40,target_plus_cohort,0.55,0.5,0.5,0.5,0.5732323232323232,0.6192586249732792,,,
scenario1_majority_ct_only,1,128,SVM (RBF),160,40,target_plus_cohort,0.725,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.7373737373737375,0.7299401045832075,,,
scenario1_majority_ct_only,1,129,Logistic Regression,160,40,target_plus_cohort,0.525,0.5,0.3684210526315789,0.42424242424242425,0.4912280701754386,0.641732464809964,,,
scenario1_majority_ct_only,1,129,Random Forest,160,40,target_plus_cohort,0.525,0.5,0.47368421052631576,0.4864864864864865,0.5614035087719298,0.6330525187132738,,,
scenario1_majority_ct_only,1,129,Gradient Boosting,160,40,target_plus_cohort,0.5,0.47058823529411764,0.42105263157894735,0.4444444444444444,0.49999999999999994,0.5444486898936904,,,
scenario1_majority_ct_only,1,129,SVM (RBF),160,40,target_plus_cohort,0.475,0.4375,0.3684210526315789,0.4,0.5012531328320802,0.5987497839580022,,,
scenario3_majority_ct_plus_demo,3,100,Logistic Regression,157,43,target_plus_cohort,0.6976744186046512,0.65,0.6842105263157895,0.6666666666666666,0.8179824561403508,0.8123972032765834,,,
scenario3_majority_ct_plus_demo,3,100,Random Forest,157,43,target_plus_cohort,0.6744186046511628,0.6470588235294118,0.5789473684210527,0.6111111111111112,0.7807017543859649,0.7395572654899278,,,
scenario3_majority_ct_plus_demo,3,100,Gradient Boosting,157,43,target_plus_cohort,0.5348837209302325,0.47058823529411764,0.42105263157894735,0.4444444444444444,0.6359649122807017,0.5593432263797613,,,
scenario3_majority_ct_plus_demo,3,100,SVM (RBF),157,43,target_plus_cohort,0.6744186046511628,0.6666666666666666,0.5263157894736842,0.5882352941176471,0.7521929824561403,0.7822003842707275,,,
scenario3_majority_ct_plus_demo,3,101,Logistic Regression,155,45,target_plus_cohort,0.8222222222222222,0.8,0.8,0.8,0.84,0.7914179587507972,,,
scenario3_majority_ct_plus_demo,3,101,Random Forest,155,45,target_plus_cohort,0.6222222222222222,0.5789473684210527,0.55,0.5641025641025641,0.692,0.5955411456464272,,,
scenario3_majority_ct_plus_demo,3,101,Gradient Boosting,155,45,target_plus_cohort,0.6444444444444445,0.6111111111111112,0.55,0.5789473684210527,0.73,0.7572635496619131,,,
scenario3_majority_ct_plus_demo,3,101,SVM (RBF),155,45,target_plus_cohort,0.7111111111111111,0.7058823529411765,0.6,0.6486486486486487,0.746,0.7123237280862788,,,
scenario3_majority_ct_plus_demo,3,102,Logistic Regression,159,41,target_plus_cohort,0.5853658536585366,0.5555555555555556,0.2777777777777778,0.37037037037037035,0.6207729468599034,0.5519006681808234,,,
scenario3_majority_ct_plus_demo,3,102,Random Forest,159,41,target_plus_cohort,0.6585365853658537,0.75,0.3333333333333333,0.46153846153846156,0.6666666666666666,0.647512638624252,,,
scenario3_majority_ct_plus_demo,3,102,Gradient Boosting,159,41,target_plus_cohort,0.5609756097560976,0.5,0.2222222222222222,0.3076923076923077,0.5869565217391304,0.5160711836794057,,,
scenario3_majority_ct_plus_demo,3,102,SVM (RBF),159,41,target_plus_cohort,0.6097560975609756,0.6,0.3333333333333333,0.42857142857142855,0.608695652173913,0.598694203297698,,,
scenario3_majority_ct_plus_demo,3,103,Logistic Regression,157,43,target_plus_cohort,0.7441860465116279,0.75,0.631578947368421,0.6857142857142857,0.7434210526315789,0.7108411485709041,,,
scenario3_majority_ct_plus_demo,3,103,Random Forest,157,43,target_plus_cohort,0.6976744186046512,0.6666666666666666,0.631578947368421,0.6486486486486487,0.7192982456140351,0.6350600755205911,,,
scenario3_majority_ct_plus_demo,3,103,Gradient Boosting,157,43,target_plus_cohort,0.627906976744186,0.6,0.47368421052631576,0.5294117647058824,0.6600877192982456,0.5957632185919193,,,
scenario3_majority_ct_plus_demo,3,103,SVM (RBF),157,43,target_plus_cohort,0.6046511627906976,0.5714285714285714,0.42105263157894735,0.48484848484848486,0.6732456140350878,0.6451980221694831,,,
scenario3_majority_ct_plus_demo,3,104,Logistic Regression,162,38,target_plus_cohort,0.7631578947368421,0.68,0.9444444444444444,0.7906976744186046,0.952777777777778,0.9578402706111686,,,
scenario3_majority_ct_plus_demo,3,104,Random Forest,162,38,target_plus_cohort,0.7631578947368421,0.6956521739130435,0.8888888888888888,0.7804878048780488,0.8111111111111111,0.696121509695342,,,
scenario3_majority_ct_plus_demo,3,104,Gradient Boosting,162,38,target_plus_cohort,0.7631578947368421,0.6956521739130435,0.8888888888888888,0.7804878048780488,0.8138888888888889,0.7486169975236471,,,
scenario3_majority_ct_plus_demo,3,104,SVM (RBF),162,38,target_plus_cohort,0.7894736842105263,0.7083333333333334,0.9444444444444444,0.8095238095238095,0.8305555555555556,0.7500709217969279,,,
scenario3_majority_ct_plus_demo,3,105,Logistic Regression,158,42,target_plus_cohort,0.7380952380952381,0.75,0.631578947368421,0.6857142857142857,0.8260869565217391,0.7875026979748736,,,
scenario3_majority_ct_plus_demo,3,105,Random Forest,158,42,target_plus_cohort,0.7380952380952381,0.75,0.631578947368421,0.6857142857142857,0.7757437070938215,0.7842660140572852,,,
scenario3_majority_ct_plus_demo,3,105,Gradient Boosting,158,42,target_plus_cohort,0.5952380952380952,0.5625,0.47368421052631576,0.5142857142857142,0.6086956521739131,0.6745287207373714,,,
scenario3_majority_ct_plus_demo,3,105,SVM (RBF),158,42,target_plus_cohort,0.6666666666666666,0.6470588235294118,0.5789473684210527,0.6111111111111112,0.7528604118993135,0.7636141789881401,,,
scenario3_majority_ct_plus_demo,3,106,Logistic Regression,158,42,target_plus_cohort,0.7380952380952381,0.7222222222222222,0.6842105263157895,0.7027027027027027,0.7482837528604119,0.7172950638507913,,,
scenario3_majority_ct_plus_demo,3,106,Random Forest,158,42,target_plus_cohort,0.5714285714285714,0.5384615384615384,0.3684210526315789,0.4375,0.6864988558352403,0.5787723475943921,,,
scenario3_majority_ct_plus_demo,3,106,Gradient Boosting,158,42,target_plus_cohort,0.5476190476190477,0.5,0.3684210526315789,0.42424242424242425,0.4851258581235698,0.4998042234799031,,,
scenario3_majority_ct_plus_demo,3,106,SVM (RBF),158,42,target_plus_cohort,0.6666666666666666,0.7272727272727273,0.42105263157894735,0.5333333333333333,0.6430205949656751,0.6029868652871201,,,
scenario3_majority_ct_plus_demo,3,107,Logistic Regression,158,42,target_plus_cohort,0.8095238095238095,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8634259259259259,0.8599454543468992,,,
scenario3_majority_ct_plus_demo,3,107,Random Forest,158,42,target_plus_cohort,0.7380952380952381,0.6666666666666666,0.7777777777777778,0.717948717948718,0.7083333333333333,0.6277156245915035,,,
scenario3_majority_ct_plus_demo,3,107,Gradient Boosting,158,42,target_plus_cohort,0.6904761904761905,0.6190476190476191,0.7222222222222222,0.6666666666666666,0.6990740740740742,0.6355848686655323,,,
scenario3_majority_ct_plus_demo,3,107,SVM (RBF),158,42,target_plus_cohort,0.6904761904761905,0.6470588235294118,0.6111111111111112,0.6285714285714286,0.7499999999999999,0.6576807111802868,,,
